dbn,neighborhood,total_students,hs_enroll,non_hs,grades2018,PK,Grade_K,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Borough,finalgrades,program1,program2,program3,program4,program5,program6,program7,program8,program9,program10,language_classes,advancedplacement_courses,diplomaendorsements,graduation_rate,attendance_rate,pct_stu_enough_variety,college_career_rate,specialized,admissionspriority11,admissionspriority21,Year,n_Female,pct_Female,n_Male,pct_Male,n_Asian,pct_Asian,n_Black,pct_Black,n_Hispanic,pct_Hispanic,n_Multiple_Race_Categories_Not_Represented,pct_Multiple_Race_Categories_Not_Represented,n_White,pct_White,n_Students_with_Disabilities,pct_Students_with_Disabilities,n_English_Language_Learners,pct_English_Language_Learners,n_Poverty,pct_Poverty,Economic_Need_Index,graduation_quartile
16K498,Bedford-Stuyvesant,594,578,0,9 to 12,0,0,0,0,0,0,0,0,0,0,152,161,128,137,BROOKLYN,9 to 12,Academy for Social Justice,Computer Technology,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Chemistry, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Spanish",Math,0.76,0.87,0.6,0.5,NA,Open to New York City residents,NA,2019-20,244,0.422,334,0.578,20,0.035,351,0.607,176,0.304,16,0.028,15,0.026,125,0.216,42,0.073,477,82.5%,83.4%,2
17K524,Crown Heights South,417,370,0,9 to 12,0,0,0,0,0,0,0,0,0,0,88,85,90,107,BROOKLYN,9 to 12,International High School at Prospect Heights,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.99,1.04,0.6,NA,NA,NA,2019-20,139,0.376,231,0.624,62,0.168,79,0.214,185,0.5,9,0.024,35,0.095,15,0.041,311,0.841,302,81.6%,Above 95%,1
02M531,Midtown,242,237,0,9 to 12,0,0,0,0,0,0,0,0,0,0,61,67,58,51,MANHATTAN,9 to 12,Theater Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish","AP Biology, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Psychology, AP Spanish, AP U.S. Government and Politics, AP U.S. History",Arts,0.98,0.93,0.69,0.89,NA,Open to New York City residents,NA,2019-20,188,0.793,49,0.207,3,0.013,74,0.312,95,0.401,14,0.059,51,0.215,42,0.177,0,0,161,67.9%,49.8%,4
05M670,Central Harlem North,547,374,167,6 to 12,0,0,0,0,0,0,0,53,58,56,109,101,76,88,MANHATTAN,6 to 12,Social Change and Community Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Literature and Composition, AP U.S. History",NA,0.82,0.92,0.6,0.61,NA,Priority to continuing 8th graders,Then to District 5 students or residents,2019-20,285,0.527,256,0.473,9,0.017,363,0.671,153,0.283,9,0.017,7,0.013,137,0.253,21,0.039,421,77.8%,82.7%,2
15K423,DUMBO-Downtown Brooklyn,168,186,0,9 to 12,0,0,0,0,0,0,0,0,0,0,39,54,69,24,BROOKLYN,9 to 12,Brooklyn Frontiers High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,French,NA,NA,NA,0.69,0.61,NA,NA,NA,NA,2019-20,83,0.446,103,0.554,7,0.038,110,0.591,60,0.323,3,0.016,6,0.032,76,0.409,7,0.038,170,91.4%,81.8%,NA
24Q299,Hunters Point-Sunnyside,623,637,0,9 to 12,0,0,0,0,0,0,0,0,0,0,148,177,159,153,QUEENS,9 to 12,Bard High School Early College Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arabic, Latin, Mandarin, Spanish",NA,NA,0.97,0.95,0.92,0.92,NA,Open to New York City residents,NA,2019-20,407,0.639,230,0.361,214,0.336,75,0.118,134,0.21,17,0.027,197,0.309,53,0.083,2,0.003,294,46.2%,44.8%,4
17K408,Flatbush,208,244,0,9 to 12,0,0,0,0,0,0,0,0,0,0,83,62,61,38,BROOKLYN,9 to 12,Academy of Hospitality and Tourism,NA,NA,NA,NA,NA,NA,NA,NA,NA,French,AP English Language and Composition,NA,0.45,0.7,0.71,0.26,NA,Open to New York City residents,NA,2019-20,130,0.533,114,0.467,4,0.016,182,0.746,48,0.197,1,0.004,9,0.037,58,0.238,39,0.16,216,88.5%,85.7%,1
19K683,East New York,287,264,0,9 to 12,0,0,0,0,0,0,0,0,0,0,58,70,54,82,BROOKLYN,9 to 12,Theater Skills,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP English Language and Composition, AP Environmental Science, AP Statistics, AP U.S. Government and Politics",NA,0.79,0.91,0.67,0.3,NA,Open to New York City residents,NA,2019-20,140,0.53,124,0.47,33,0.125,107,0.405,104,0.394,9,0.034,11,0.042,53,0.201,74,0.28,230,87.1%,90.9%,2
02M407,Gramercy,492,278,211,6 to 12,0,0,0,0,0,0,0,67,68,76,68,71,71,68,MANHATTAN,6 to 12,Institute for Collaborative Education,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,NA,NA,0.88,0.93,0.91,0.75,NA,Priority to continuing 8th graders,Then to New York City residents,2019-20,242,0.495,247,0.505,29,0.059,113,0.231,103,0.211,29,0.059,215,0.44,95,0.194,0,0,157,32.1%,36.0%,3
27Q302,Far Rockaway-Bayswater,443,481,0,9 to 12,0,0,0,0,0,0,0,0,0,0,136,113,114,118,QUEENS,9 to 12,Computer Science Program,CISCO Networking and Internet Computer Core Certification,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Computer Science, AP Psychology, AP U.S. History",Math,0.75,0.77,0.82,0.29,NA,Open to New York City residents,NA,2019-20,170,0.353,311,0.647,24,0.05,207,0.43,227,0.472,8,0.017,15,0.031,95,0.198,87,0.181,349,72.6%,82.4%,2
12X251,Crotona Park East,351,314,0,9 to 12,0,0,0,0,0,0,0,0,0,0,95,84,62,73,BRONX,9 to 12,Computer Science and Technology,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish","AP Biology, AP English Language and Composition, AP Psychology, AP U.S. History",NA,0.74,0.91,0.57,0.41,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,126,0.401,188,0.599,5,0.016,83,0.264,219,0.697,4,0.013,3,0.01,82,0.261,72,0.229,277,88.2%,92.7%,2
03M485,Lincoln Square,2809,2946,0,9 to 12,0,0,0,0,0,0,0,0,0,0,904,631,777,634,MANHATTAN,9 to 12,Dance,Drama,Fine & Visual Art,Instrumental Music,Technical Theater,Vocal Music,NA,NA,NA,NA,"French, Italian, Japanese, Spanish","AP Art History, AP Biology, AP Calculus AB, AP Calculus BC, AP Chemistry, AP Comparative Government and Politics, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP French, AP Human Geography, AP Italian, AP Japanese, AP Music Theory, AP Physics, AP Psychology, AP Spanish","Arts, CTE, Math, Science",0.93,0.91,0.87,0.78,1,Open to New York City residents,NA,2019-20,2233,0.758,713,0.242,593,0.201,272,0.092,512,0.174,301,0.102,1268,0.43,107,0.036,6,0.002,878,29.8%,32.4%,3
15K429,DUMBO-Downtown Brooklyn,206,285,0,9 to 12,0,0,0,0,0,0,0,0,0,0,99,78,78,30,BROOKLYN,9 to 12,Digital Cinema Production and Digital Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP U.S. History",NA,0.5,0.64,0.48,0.51,NA,"Priority to Districts 13, 14, 15 and 16 students or residents",Then to Brooklyn students or residents,2019-20,125,0.439,160,0.561,6,0.021,141,0.495,110,0.386,11,0.039,17,0.06,62,0.218,3,0.011,232,81.4%,77.2%,1
22K630,Sheepshead Bay,205,206,0,"School is structured on credit needs, not grade level",0,0,0,0,0,0,0,0,0,0,22,56,45,83,BROOKLYN,"School is structured on credit needs, not grade level",Professional Pathways High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,NA,NA,NA,0.56,0.93,NA,NA,NA,NA,2019-20,81,0.393,125,0.607,21,0.102,49,0.238,80,0.388,2,0.01,54,0.262,44,0.214,10,0.049,167,81.1%,75.3%,NA
21K559,Gravesend,303,278,0,9 to 12,0,0,0,0,0,0,0,0,0,0,74,75,71,58,BROOKLYN,9 to 12,Life Academy High School for Film and Music,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Calculus AB, AP English Literature and Composition, AP Environmental Science, AP Psychology, AP U.S. History",NA,0.97,0.96,0.7,0.65,NA,Open to New York City residents,NA,2019-20,152,0.547,126,0.453,36,0.129,83,0.299,115,0.414,4,0.014,40,0.144,60,0.216,40,0.144,233,83.8%,84.1%,4
24Q560,Hunters Point-Sunnyside,665,493,160,6 to 12,0,0,0,0,0,0,0,58,50,52,132,116,117,128,QUEENS,6 to 12,Arts and Technology for New Students,Arts and Technology for Current Students,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Calculus AB, AP English Literature and Composition, AP Environmental Science, AP Spanish, AP U.S. History, AP World History",NA,0.95,0.94,0.88,0.84,NA,"Priority to Districts 24, 30, and 32 students or residents",Then to New York City residents,2019-20,303,0.464,350,0.536,149,0.228,32,0.049,336,0.515,16,0.025,120,0.184,103,0.158,13,0.02,459,70.3%,60.3%,4
11X290,Williamsbridge-Olinville,395,359,0,9 to 12,0,0,0,0,0,0,0,0,0,0,117,91,86,65,BRONX,9 to 12,Bronx Academy of Health Careers,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP English Literature and Composition, AP Environmental Science",Math,0.89,0.97,0.63,0.65,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,245,0.682,114,0.318,8,0.022,153,0.426,186,0.518,7,0.019,5,0.014,74,0.206,38,0.106,298,83.0%,87.5%,3
09X250,Claremont-Bathgate,432,393,0,9 to 12,0,0,0,0,0,0,0,0,0,0,109,102,96,86,BRONX,9 to 12,Eximius College Preparatory Academy: A College Board School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Literature and Composition, AP Microeconomics, AP Spanish, AP U.S. History, AP World History",NA,0.98,0.93,0.8,0.63,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,214,0.545,179,0.455,6,0.015,128,0.326,246,0.626,12,0.031,1,0.003,96,0.244,30,0.076,331,84.2%,87.6%,4
03M417,Upper West Side,411,402,0,9 to 12,0,0,0,0,0,0,0,0,0,0,105,94,106,97,MANHATTAN,9 to 12,Frank McCourt High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,NA,"Math, Science",0.99,0.95,0.7,0.8,NA,Open to New York City residents,NA,2019-20,220,0.547,182,0.453,18,0.045,42,0.104,184,0.458,25,0.062,133,0.331,87,0.216,7,0.017,180,44.8%,47.1%,4
17K547,Crown Heights South,373,342,0,9 to 12,0,0,0,0,0,0,0,0,0,0,93,76,87,86,BROOKLYN,9 to 12,Science Exploration Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP Calculus AB, AP Computer Science, AP English Language and Composition, AP U.S. History",NA,0.81,0.98,0.84,0.62,NA,Priority to Brooklyn students or residents,Then to New York City residents,2019-20,140,0.409,202,0.591,20,0.058,250,0.731,50,0.146,6,0.018,16,0.047,56,0.164,21,0.061,267,78.1%,77.6%,2
02M437,Chelsea-Union Sq,476,458,0,9 to 12,0,0,0,0,0,0,0,0,0,0,103,126,112,117,MANHATTAN,9 to 12,Hudson High School of Learning Technologies,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Seminar, AP Statistics",NA,0.67,0.82,0.79,0.56,NA,Priority to Manhattan students or residents,Then to New York City residents,2019-20,144,0.314,314,0.686,27,0.059,128,0.279,275,0.6,12,0.026,16,0.035,124,0.271,41,0.09,375,81.9%,84.5%,1
27Q323,Breezy Point-Rockaway Park,1376,684,627,6 to 12,0,0,0,0,0,0,0,198,198,231,162,163,179,180,QUEENS,6 to 12,Scholars' Academy,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Art History, AP Biology, AP Calculus AB, AP Calculus BC, AP Chemistry, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Music Theory, AP Physics, AP Psychology, AP U.S. History, AP World History","Arts, Math, Science",1.05,1,0.92,1.03,NA,Priority to continuing 8th graders,Then to New York City residents,2019-20,734,0.56,577,0.44,263,0.201,218,0.166,258,0.197,31,0.024,541,0.413,180,0.137,1,0.001,566,43.2%,34.5%,4
11X545,Williamsbridge-Olinville,346,263,0,9 to 12,0,0,0,0,0,0,0,0,0,0,53,73,68,69,BRONX,9 to 12,Bronx Aerospace High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP English Language and Composition, AP Spanish, AP Statistics, AP U.S. History",NA,0.89,1.08,0.72,0.61,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,58,0.221,205,0.779,17,0.065,94,0.357,140,0.532,4,0.015,8,0.03,66,0.251,50,0.19,221,84.0%,89.1%,3
28Q687,Jamaica,473,480,0,9 to 12,0,0,0,0,0,0,0,0,0,0,112,126,129,113,QUEENS,9 to 12,Queens High School for the Sciences at York College,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mandarin, Spanish","AP Biology, AP Calculus AB, AP Calculus BC, AP Chemistry, AP English Language and Composition, AP English Literature and Composition, AP Macroeconomics, AP Physics, AP Statistics",NA,0.99,0.96,0.56,0.9,1,Open to New York City residents who take the Specialized High Schools Admissions Test (SHSAT),NA,2019-20,212,0.442,268,0.558,397,0.827,19,0.04,19,0.04,25,0.052,20,0.042,1,0.002,0,0,297,61.9%,50.6%,4
17K528,Crown Heights South,197,222,0,9 to 12,0,0,0,0,0,0,0,0,0,0,58,69,53,42,BROOKLYN,9 to 12,Engineering,Biomedical Science,Computer Science,Brooklyn STEAM Center,NA,NA,NA,NA,NA,NA,"French, Spanish",AP Computer Science,NA,0.54,0.8,0.64,0.29,NA,Open to New York City residents,NA,2019-20,70,0.315,152,0.685,11,0.05,170,0.766,35,0.158,5,0.023,1,0.005,36,0.162,18,0.081,185,83.3%,78.6%,1
17K751,Crown Heights North,359,277,0,9 to 12,0,0,0,0,0,0,0,0,0,0,71,69,58,79,BROOKLYN,9 to 12,Academy for Health Careers,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish",NA,NA,1.08,1.08,0.57,0.73,NA,Priority to Brooklyn students or residents,Then to New York City residents,2019-20,204,0.736,73,0.264,13,0.047,221,0.798,36,0.13,6,0.022,1,0.004,41,0.148,10,0.036,245,88.4%,83.3%,4
18K576,Canarsie,401,307,0,9 to 12,0,0,0,0,0,0,0,0,0,0,72,81,78,76,BROOKLYN,9 to 12,Victory Collegiate High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP Statistics",NA,0.99,1.15,0.64,0.69,NA,Open to New York City residents,NA,2019-20,138,0.45,169,0.55,5,0.016,252,0.821,28,0.091,2,0.007,20,0.065,65,0.212,18,0.059,239,77.9%,78.1%,4
19K404,East New York,546,339,203,6 to 12,0,0,0,0,0,0,0,70,71,62,100,94,75,70,BROOKLYN,6 to 12,Academy for Young Writers for New Students,Academy for Young Writers for Current Students,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP English Literature and Composition, AP U.S. History",NA,0.9,0.89,0.72,0.74,NA,Open to New York City residents,NA,2019-20,330,0.609,212,0.391,9,0.017,365,0.673,153,0.282,8,0.015,7,0.013,134,0.247,16,0.03,465,85.8%,83.5%,3
15K684,Park Slope-Gowanus,672,684,0,9 to 12,0,0,0,0,0,0,0,0,0,0,179,173,176,156,BROOKLYN,9 to 12,Millennium Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish","AP Calculus AB, AP Chemistry, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP French, AP Psychology, AP Spanish, AP U.S. History","Math, Science",0.97,0.92,0.9,0.86,NA,Priority to Brooklyn students or residents,Then to New York City residents,2019-20,390,0.57,294,0.43,99,0.145,96,0.14,119,0.174,54,0.079,316,0.462,104,0.152,1,0.001,275,40.2%,42.1%,4
31R445,Port Richmond,1549,1564,0,9 to 12,0,0,0,0,0,0,0,0,0,0,350,334,396,484,STATEN IS,9 to 12,The Gateway Scholars Program,Culinary Arts,Junior Reserve Officers' Training Corps,"Institute of Business Technology, Hospitality & Entrepreneurship","The Academy of Television, Visual and Performing Arts",Medical Technology,Collegiate Academy Honors Program,Zoned,NA,NA,"Italian, Spanish","AP Biology, AP Calculus AB, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Psychology, AP Spanish, AP U.S. Government and Politics, AP U.S. History, AP World History","Math, Science",0.66,0.85,0.85,0.36,NA,Priority to Staten Island students or residents,Then to New York City residents,2019-20,757,0.484,807,0.516,128,0.082,357,0.228,719,0.46,38,0.024,322,0.206,463,0.296,159,0.102,1216,77.7%,75.7%,1
23K514,Brownsville,157,140,0,9 to 12,0,0,0,0,0,0,0,0,0,0,38,49,30,23,BROOKLYN,9 to 12,Frederick Douglass Academy VII High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP English Literature and Composition",NA,0.74,0.92,0.98,0.41,NA,Priority to Brooklyn students or residents,Then to New York City residents,2019-20,69,0.493,71,0.507,2,0.014,114,0.814,20,0.143,2,0.014,2,0.014,41,0.293,5,0.036,124,88.6%,87.5%,2
15K497,DUMBO-Downtown Brooklyn,632,328,484,6 to 12,0,0,0,0,0,0,0,170,159,155,105,108,53,62,BROOKLYN,6 to 12,International Baccalaureate,"College, Career & Culinary",NA,NA,NA,NA,NA,NA,NA,NA,French,AP English Literature and Composition,CTE,0.61,0.62,0.61,0.44,NA,Priority to continuing 8th graders,Then to District 15 students or residents,2019-20,408,0.502,404,0.498,32,0.039,216,0.266,181,0.223,61,0.075,322,0.397,157,0.193,53,0.065,368,45.3%,47.8%,1
06M423,Inwood,201,189,0,9 to 12,0,0,0,0,0,0,0,0,0,0,41,56,21,71,MANHATTAN,9 to 12,High School for Excellence and Innovation,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP Spanish, AP U.S. Government and Politics, AP U.S. History",NA,NA,0.72,0.95,NA,NA,NA,NA,2019-20,80,0.423,109,0.577,0,0,13,0.069,171,0.905,3,0.016,2,0.011,31,0.164,112,0.593,Above 95%,Above 95%,Above 95%,NA
02M294,Chinatown,340,338,0,9 to 12,0,0,0,0,0,0,0,0,0,0,87,86,97,68,MANHATTAN,9 to 12,Essex Street Academy,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish",AP Computer Science,NA,0.83,0.88,0.88,0.74,NA,Open to New York City residents,NA,2019-20,195,0.577,143,0.423,24,0.071,104,0.308,146,0.432,17,0.05,47,0.139,86,0.254,11,0.033,223,66.0%,67.1%,2
05M304,Central Harlem North,297,239,0,9 to 12,0,0,0,0,0,0,0,0,0,0,77,63,42,57,MANHATTAN,9 to 12,Mott Hall High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,NA,NA,0.82,0.99,0.76,0.45,NA,"Priority to Mott Hall, Mott Hall II, and Mott Hall III Middle School students",Then to New York City residents,2019-20,117,0.49,122,0.51,9,0.038,90,0.377,128,0.536,3,0.013,9,0.038,68,0.285,43,0.18,218,91.2%,91.9%,2
02M413,Gramercy,750,434,283,6 to 12,0,0,0,0,0,0,0,93,96,94,112,111,103,108,MANHATTAN,6 to 12,School of the Future,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mandarin, Spanish","AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP U.S. Government and Politics",NA,1.04,0.98,0.79,0.83,NA,Priority to continuing 8th graders,Then to District 2 students or residents,2019-20,344,0.48,373,0.52,140,0.195,82,0.114,161,0.225,65,0.091,269,0.375,156,0.218,8,0.011,301,42.0%,43.2%,4
04M372,East Harlem South,559,313,212,6 to 12,0,0,0,0,0,0,0,64,70,78,72,91,71,79,MANHATTAN,6 to 12,Esperanza Preparatory Academy,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP Spanish, AP Studio Art: Drawing",NA,0.78,0.92,0.8,0.44,NA,Priority to continuing 8th graders,Then to Manhattan students or residents,2019-20,245,0.467,280,0.533,8,0.015,62,0.118,444,0.846,2,0.004,9,0.017,123,0.234,160,0.305,478,91.0%,94.4%,2
07X334,Mott Haven-Port Morris,436,410,0,9 to 12,0,0,0,0,0,0,0,0,0,0,135,113,115,47,BRONX,9 to 12,International Community High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish",AP Computer Science,NA,0.66,0.95,0.98,0.45,NA,NA,NA,2019-20,206,0.502,204,0.498,15,0.037,63,0.154,314,0.766,10,0.024,8,0.02,29,0.071,353,0.861,Above 95%,Above 95%,Above 95%,1
02M655,Yorkville,574,394,0,9 to 12,0,0,0,0,0,0,0,0,0,0,88,110,88,108,MANHATTAN,9 to 12,Life Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP Calculus AB, AP English Literature and Composition, AP U.S. Government and Politics, AP U.S. History",NA,0.87,1.17,0.89,0.68,NA,Priority to Manhattan students or residents,Then to New York City residents,2019-20,201,0.51,193,0.49,31,0.079,105,0.266,238,0.604,7,0.018,13,0.033,83,0.211,39,0.099,323,82.0%,87.5%,3
31R450,New Brighton-St. George,2587,2475,1,9 to 12,0,0,0,0,0,0,0,0,1,0,792,745,527,411,STATEN IS,9 to 12,Computer Business Institute,Human and Legal Studies/Law Enforcement Academy,International Baccalaureate/Scholarship Honors Program,Media Communication & Video Journalism Institute,Naval Junior Reserve Officers' Training Corps,Practical Nursing/ Nursing Assistant,Performing Arts,School for International Studies/Honors AVID Program,Visual Arts,Zoned,"French, Italian, Spanish","AP Calculus AB, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP European History, AP Spanish, AP U.S. History, AP World History",NA,0.76,0.89,0.94,0.5,NA,Priority to Staten Island students or residents,Then to New York City residents,2019-20,1412,0.57,1064,0.43,185,0.075,852,0.344,1034,0.418,80,0.032,325,0.131,466,0.188,216,0.087,1874,75.7%,73.4%,2
18K637,Canarsie,285,306,0,9 to 12,0,0,0,0,0,0,0,0,0,0,107,71,66,62,BROOKLYN,9 to 12,Technology and Visual Arts Institute,Science and Health Institute,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Calculus AB, AP English Language and Composition, AP English Literature and Composition, AP U.S. History",NA,0.75,0.76,0.61,0.45,NA,Open to New York City residents,NA,2019-20,114,0.373,192,0.627,19,0.062,226,0.739,38,0.124,4,0.013,19,0.062,58,0.19,32,0.105,242,79.1%,79.1%,2
21K410,West Brighton,1998,1837,0,9 to 12,0,0,0,0,0,0,0,0,0,0,619,486,380,352,BROOKLYN,9 to 12,Veterinary Sciences And Animal Care,Virtual Enterprise,Digital Media,Computer Science,Professional Photography,Honors Institute for American Studies and Law-Gilder Lehrman,Zoned,NA,NA,NA,"Cantonese, Spanish","AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Physics, AP Psychology, AP Spanish, AP Statistics, AP World History",NA,0.77,0.94,0.92,0.49,NA,NA,NA,2019-20,765,0.416,1072,0.584,276,0.15,774,0.421,473,0.257,30,0.016,284,0.155,317,0.173,251,0.137,1539,83.8%,83.5%,2
09X543,Morrisania-Melrose,264,225,0,9 to 12,0,0,0,0,0,0,0,0,0,0,73,71,49,32,BRONX,9 to 12,Violin and Dance,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French, Italian, Korean, Spanish","AP English Language and Composition, AP English Literature and Composition",NA,0.79,0.83,0.66,0.5,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,160,0.711,65,0.289,1,0.004,74,0.329,146,0.649,2,0.009,2,0.009,69,0.307,42,0.187,199,88.4%,93.3%,2
02M303,Clinton,382,350,0,9 to 12,0,0,0,0,0,0,0,0,0,0,109,84,62,95,MANHATTAN,9 to 12,The Facing History School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,AP U.S. History,NA,0.83,0.89,0.89,0.6,NA,Priority to District 3 students or residents,Then to Manhattan students or residents,2019-20,167,0.477,183,0.523,1,0.003,91,0.26,240,0.686,9,0.026,9,0.026,88,0.251,35,0.1,288,82.3%,86.7%,2
08X558,Schuylerville-Throgs Neck,609,508,0,9 to 12,0,0,0,0,0,0,0,0,0,0,170,134,109,95,BRONX,9 to 12,Westchester Square Academy,Westchester Square Academy Honors Program,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Calculus AB, AP Chemistry, AP English Language and Composition, AP Spanish, AP U.S. History",NA,0.89,1.04,0.78,0.72,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,230,0.453,278,0.547,33,0.065,121,0.238,300,0.591,3,0.006,51,0.1,105,0.207,45,0.089,403,79.3%,78.4%,3
02M412,Chelsea-Union Sq,498,514,0,9 to 12,0,0,0,0,0,0,0,0,0,0,160,118,108,128,MANHATTAN,9 to 12,College Prep,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Calculus AB, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Psychology, AP Spanish, AP U.S. Government and Politics, AP U.S. History","Math, Science",0.94,0.91,0.8,0.84,NA,Priority to District 2 students or residents,Then to Manhattan students or residents,2019-20,245,0.477,269,0.523,100,0.195,12,0.023,60,0.117,43,0.084,299,0.582,98,0.191,2,0.004,128,24.9%,26.8%,4
04M495,East Harlem South,406,380,0,9 to 12,0,0,0,0,0,0,0,0,0,0,99,94,95,92,MANHATTAN,9 to 12,Park East High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Calculus AB, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Spanish, AP U.S. History",NA,1.03,1,0.98,0.74,NA,Open to New York City residents,NA,2019-20,191,0.503,189,0.497,26,0.068,100,0.263,234,0.616,13,0.034,7,0.018,78,0.205,12,0.032,304,80.0%,77.3%,4
02M047,Gramercy,165,232,0,9 to 12,0,0,0,0,0,0,0,0,0,0,84,71,31,46,MANHATTAN,9 to 12,American Sign Language Studies Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,American Sign Language,"AP Biology, AP English Language and Composition, AP English Literature and Composition",NA,0.65,0.61,0.39,0.44,NA,"Priority to ""47"" American Sign Language & English Lower School students",Then to New York City residents who know or are interested in learning American Sign Language,2019-20,165,0.711,67,0.289,6,0.026,58,0.25,155,0.668,5,0.022,8,0.034,59,0.254,11,0.047,190,81.9%,81.1%,1
07X600,Melrose S.-Mott Haven N.,463,435,0,9 to 12,0,0,0,0,0,0,0,0,0,0,143,87,110,95,BRONX,9 to 12,NATEF Automotive Technology,Bilingual Spanish NATEF Automotive Technology,Graphic Arts,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Statistics",CTE,0.85,0.89,0.85,0.39,NA,Open to New York City residents,NA,2019-20,54,0.124,381,0.876,3,0.007,107,0.246,315,0.724,5,0.011,5,0.011,116,0.267,73,0.168,395,90.8%,89.8%,3
14K449,East Williamsburg,678,785,0,9 to 12,0,0,0,0,0,0,0,0,0,0,232,235,165,153,BROOKLYN,9 to 12,Brooklyn Latin,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greek, Latin, Spanish",NA,"Math, Science",0.86,0.8,0.67,0.73,1,Open to New York City residents who take the Specialized High Schools Admissions Test (SHSAT),NA,2019-20,363,0.462,422,0.538,424,0.54,98,0.125,88,0.112,66,0.084,109,0.139,23,0.029,1,0.001,456,58.1%,56.4%,3
