dbn,neighborhood,total_students,hs_enroll,non_hs,grades2018,PK,Grade_K,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Borough,finalgrades,program1,program2,program3,program4,program5,program6,program7,program8,program9,program10,language_classes,advancedplacement_courses,diplomaendorsements,graduation_rate,attendance_rate,pct_stu_enough_variety,college_career_rate,specialized,admissionspriority11,admissionspriority21,Year,n_Female,pct_Female,n_Male,pct_Male,n_Asian,pct_Asian,n_Black,pct_Black,n_Hispanic,pct_Hispanic,n_Multiple_Race_Categories_Not_Represented,pct_Multiple_Race_Categories_Not_Represented,n_White,pct_White,n_Students_with_Disabilities,pct_Students_with_Disabilities,n_English_Language_Learners,pct_English_Language_Learners,n_Poverty,pct_Poverty,Economic_Need_Index,graduation_quartile
31R047,Todt Hill-Heartland Village,495,487,0,9 to 12,0,0,0,0,0,0,0,0,0,0,96,138,128,125,STATEN IS,9 to 12,CSI High School for International Studies,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japanese, Mandarin, Spanish","AP Biology, AP Calculus AB, AP Comparative Government and Politics, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Studio Art: 2-D Design, AP U.S. History","Math, Science",1.01,0.97,0.69,0.94,NA,"Priority to Districts 20, 21, and 31 students or residents",Then to New York City residents,2019-20,285,0.585,202,0.415,85,0.175,36,0.074,99,0.203,14,0.029,253,0.52,78,0.16,1,0.002,245,50.3%,40.0%,4
14K586,East Williamsburg,496,288,143,6 to 12,0,0,0,0,0,0,0,41,59,43,77,76,71,64,BROOKLYN,6 to 12,Lyons Community School for New Students,Lyons Community School for Current Students,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,NA,NA,0.75,0.93,0.89,0.46,NA,Open to New York City residents,NA,2019-20,211,0.49,220,0.51,3,0.007,145,0.336,271,0.629,2,0.005,10,0.023,116,0.269,37,0.086,394,91.4%,92.0%,2
13K430,Fort Greene,5838,6040,0,9 to 12,0,0,0,0,0,0,0,0,0,0,1555,1470,1486,1529,BROOKLYN,9 to 12,Science Engineering,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French, Italian, Mandarin, Spanish","AP Biology, AP Calculus AB, AP Calculus BC, AP Chemistry, AP Comparative Government and Politics, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP European History, AP Human Geography, AP Italian, AP Macroeconomics, AP Microeconomics, AP Physics, AP Psychology, AP Research, AP Seminar, AP Spanish, AP Statistics, AP U.S. Government and Politics, AP U.S. History, AP World History","CTE, Math, Science",0.95,0.93,0.91,0.92,1,Open to New York City residents who take the Specialized High Schools Admissions Test (SHSAT),NA,2019-20,2405,0.398,3635,0.602,3671,0.608,334,0.055,403,0.067,142,0.024,1490,0.247,95,0.016,1,0,3538,58.6%,52.7%,4
09X297,Morrisania-Melrose,401,432,0,9 to 12,0,0,0,0,0,0,0,0,0,0,129,110,111,82,BRONX,9 to 12,Morris Academy for Collaborative Studies,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish","AP Computer Science, AP English Language and Composition, AP U.S. History",NA,0.68,0.78,0.8,0.43,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,225,0.521,207,0.479,6,0.014,109,0.252,309,0.715,3,0.007,5,0.012,105,0.243,56,0.13,Above 95%,Above 95%,94.0%,1
17K745,Prospect Lefferts Gardens,381,461,0,9 to 12,0,0,0,0,0,0,0,0,0,0,147,121,95,98,BROOKLYN,9 to 12,Brooklyn Institute for Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP English Literature and Composition",NA,0.8,0.77,0.68,0.53,NA,Priority to Brooklyn students or residents,Then to New York City residents,2019-20,252,0.547,209,0.453,9,0.02,391,0.848,56,0.121,3,0.007,2,0.004,97,0.21,18,0.039,395,85.7%,76.4%,2
24Q485,Ridgewood,1775,1683,0,9 to 12,0,0,0,0,0,0,0,0,0,0,477,478,349,379,QUEENS,9 to 12,Academy of Information Technology (AoIT),Academy of Hospitality & Tourism,Academy of The Arts,STEM Academy,Academy of Allied Health,Zoned,NA,NA,NA,NA,"Italian, Spanish","AP Biology, AP Calculus AB, AP Chemistry, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP European History, AP Music Theory, AP Spanish, AP Statistics, AP U.S. History",NA,0.66,0.88,0.82,0.45,NA,Priority to Queens students or residents,Then to New York City residents,2019-20,762,0.453,921,0.547,154,0.092,103,0.061,1097,0.652,33,0.02,296,0.176,341,0.203,292,0.173,1224,72.7%,77.0%,1
20K505,Borough Park,3061,3300,0,9 to 12,0,0,0,0,0,0,0,0,0,0,976,1042,582,700,BROOKLYN,9 to 12,STEAM -Robotics/Programming,STEAM-Environmental Studies,STEAM-Performing Arts,STEAM-Multimedia Design,STEAM-Science Research,Technical Theater,Dual Language Chinese,Zoned,NA,NA,"Mandarin, Spanish","AP Biology, AP Calculus AB, AP Chemistry, AP English Language and Composition, AP English Literature and Composition, AP Psychology, AP Spanish, AP Statistics, AP U.S. History","Math, Science",0.63,0.83,0.8,0.47,NA,NA,NA,2019-20,1356,0.411,1944,0.589,1203,0.365,334,0.101,1192,0.361,39,0.012,532,0.161,499,0.151,947,0.287,2650,80.3%,86.6%,1
29Q248,Springfield Gardens North,415,277,0,9 to 12,0,0,0,0,0,0,0,0,0,0,67,62,71,77,QUEENS,9 to 12,Queens Preparatory Academy,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Calculus AB, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP U.S. Government and Politics, AP U.S. History",NA,1.05,1.24,0.75,0.78,NA,Priority to Queens students or residents,Then to New York City residents,2019-20,117,0.422,160,0.578,7,0.025,231,0.834,23,0.083,13,0.047,3,0.011,43,0.155,29,0.105,221,79.8%,69.4%,4
07X551,Mott Haven-Port Morris,590,333,253,6 to 12,0,0,0,0,0,0,0,80,88,85,87,99,72,75,BRONX,6 to 12,Bronx Academy of Letters,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arabic, Spanish","AP English Literature and Composition, AP Environmental Science, AP Statistics, AP U.S. History",NA,0.86,0.81,0.78,0.43,NA,Priority to continuing 8th graders,Then to Bronx students or residents,2019-20,279,0.476,307,0.524,3,0.005,189,0.323,372,0.635,6,0.01,16,0.027,166,0.283,80,0.137,537,91.6%,Above 95%,3
14K610,Williamsburg,399,304,0,9 to 12,0,0,0,0,0,0,0,0,0,0,67,81,75,81,BROOKLYN,9 to 12,Academy of Automotive Specialists,Academy of Arts and Media,Academy of Software Engineering,NA,NA,NA,NA,NA,NA,NA,"Italian, Spanish","AP English Language and Composition, AP Environmental Science, AP U.S. History",CTE,0.94,1.06,1.06,0.24,NA,Open to New York City residents,NA,2019-20,26,0.086,278,0.914,7,0.023,134,0.441,144,0.474,9,0.03,10,0.033,106,0.349,14,0.046,245,80.6%,81.9%,4
08X405,Schuylerville-Throgs Neck,732,898,0,9 to 12,0,0,0,0,0,0,0,0,0,0,423,215,128,132,BRONX,9 to 12,Computer Science/Information Technology Program,Anne Hutchinson Honors Program,Zoned,NA,NA,NA,NA,NA,NA,NA,"Italian, Spanish","AP Biology, AP Calculus AB, AP Calculus BC, AP English Language and Composition, AP English Literature and Composition, AP Psychology, AP Spanish, AP U.S. Government and Politics, AP U.S. History",Math,0.48,0.68,0.64,0.29,NA,NA,NA,2019-20,362,0.403,536,0.597,95,0.106,272,0.303,431,0.48,22,0.024,78,0.087,228,0.254,100,0.111,721,80.3%,82.9%,1
19K422,Bergen Beach,478,320,210,6 to 12,0,0,0,0,0,0,0,74,65,71,100,83,67,70,BROOKLYN,6 to 12,Spring Creek Community School for New Students,Spring Creek Community School for Current Students,NA,NA,NA,NA,NA,NA,NA,NA,French,NA,NA,NA,0.83,0.67,NA,NA,Open to New York City residents,NA,2019-20,244,0.46,286,0.54,6,0.011,388,0.732,115,0.217,11,0.021,10,0.019,126,0.238,13,0.025,452,85.3%,83.0%,NA
30Q575,Queensbridge-LIC,1038,1025,0,9 to 12,0,0,0,0,0,0,0,0,0,0,218,228,293,286,QUEENS,9 to 12,Academic Humanities,Intensive Academic Humanities,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish","AP Calculus AB, AP Calculus BC, AP English Language and Composition, AP English Literature and Composition, AP European History, AP Human Geography, AP Macroeconomics, AP Spanish, AP U.S. Government and Politics, AP U.S. History","Math, Science",0.94,0.95,0.73,0.73,NA,Priority to Queens students or residents,Then to New York City residents,2019-20,611,0.596,414,0.404,232,0.226,41,0.04,367,0.358,0,0,385,0.376,80,0.078,16,0.016,634,61.9%,53.3%,4
27Q309,Far Rockaway-Bayswater,639,423,248,6 to 12,0,0,0,0,0,0,0,93,77,78,140,126,79,78,QUEENS,6 to 12,Academy of Medical Technology for New Students,Medical Scholars for New Students,Academy of Medical Technology for Current Students,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP Environmental Science, AP Spanish",NA,0.7,0.82,0.76,0.3,NA,Open to New York City residents,NA,2019-20,310,0.462,361,0.538,30,0.045,265,0.395,330,0.492,17,0.025,29,0.043,111,0.165,120,0.179,566,84.4%,86.1%,1
10X440,Van Cortlandt Village,1203,975,0,9 to 12,0,0,0,0,0,0,0,0,0,0,298,262,180,235,BRONX,9 to 12,MACY Clinton School of Health Professions,Newcomers'-Global Community,MACY Honors Community,Clinton School of Engineering,Clinton School of Performing Art and Design,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP Calculus AB, AP English Language and Composition, AP English Literature and Composition, AP European History, AP Statistics, AP U.S. Government and Politics, AP U.S. History, AP World History",NA,0.62,1.04,0.93,0.42,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,439,0.45,536,0.55,104,0.107,301,0.309,512,0.525,28,0.029,30,0.031,200,0.205,107,0.11,837,85.8%,85.8%,1
27Q334,Richmond Hill,390,444,0,9 to 12,0,0,0,0,0,0,0,0,0,0,166,133,80,65,QUEENS,9 to 12,Epic High School - North,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP Chemistry, AP Computer Science, AP English Literature and Composition, AP Statistics",NA,NA,0.78,0.73,NA,NA,Priority to Queens students or residents,Then to New York City residents,2019-20,201,0.453,243,0.547,124,0.279,66,0.149,194,0.437,39,0.088,21,0.047,65,0.146,37,0.083,315,70.9%,72.0%,NA
01M450,East Village,683,364,316,6 to 12,0,0,0,0,0,0,0,104,105,107,105,91,79,89,MANHATTAN,6 to 12,East Side Community,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Chemistry, AP Computer Science, AP English Literature and Composition",NA,0.92,0.94,0.95,0.77,NA,Priority to continuing 8th graders,Then to New York City residents,2019-20,324,0.476,356,0.524,66,0.097,104,0.153,373,0.549,13,0.019,124,0.182,181,0.266,10,0.015,445,65.4%,64.9%,3
13K527,DUMBO-Downtown Brooklyn,480,290,185,6 to 12,0,0,0,0,0,0,0,45,68,72,91,65,65,69,BROOKLYN,6 to 12,The Urban Assembly Institute of Math and Science for New Students,The Urban Assembly Institute of Math and Science for Current Students,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP English Language and Composition",NA,0.79,0.88,0.54,0.63,NA,Open to New York City residents,NA,2019-20,474,0.998,1,0.002,48,0.101,280,0.589,81,0.171,14,0.029,52,0.109,82,0.173,32,0.067,407,85.7%,82.9%,2
02M316,Lower Manhattan,232,178,0,9 to 12,0,0,0,0,0,0,0,0,0,0,53,46,32,47,MANHATTAN,9 to 12,NAF Academy of Finance and Information Technology (NAFAFIT),The Urban Assembly School of Business for Young Women,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Psychology, AP U.S. History",NA,0.98,1.08,0.31,0.64,NA,Priority to Manhattan students or residents,Then to New York City residents,2019-20,178,1,0,0,12,0.067,78,0.438,75,0.421,6,0.034,7,0.039,25,0.14,16,0.09,154,86.5%,87.0%,4
10X442,Van Cortlandt Village,427,441,0,9 to 12,0,0,0,0,0,0,0,0,0,0,145,112,91,93,BRONX,9 to 12,Instrumental Music: Concert Band/Jazz Band/ Piano,Vocal Music: Chorus / Piano,Instrumental Music: Orchestra/Strings/Piano,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP English Language and Composition, AP English Literature and Composition, AP Microeconomics, AP U.S. History",Arts,0.92,0.88,0.8,0.68,NA,Open to New York City residents,NA,2019-20,287,0.651,154,0.349,6,0.014,124,0.281,285,0.646,20,0.045,6,0.014,93,0.211,19,0.043,378,85.7%,79.6%,3
24Q296,Elmhurst,449,433,0,9 to 12,0,0,0,0,0,0,0,0,0,0,121,123,74,115,QUEENS,9 to 12,Pan American International High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Computer Science, AP Spanish",NA,0.93,0.95,0.99,0.36,NA,NA,NA,2019-20,190,0.439,243,0.561,1,0.002,3,0.007,426,0.984,2,0.005,1,0.002,7,0.016,333,0.769,322,74.4%,Above 95%,4
02M296,Clinton,391,337,0,9 to 12,0,0,0,0,0,0,0,0,0,0,100,103,66,68,MANHATTAN,9 to 12,High School of Hospitality Management,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,"AP English Literature and Composition, AP Studio Art: 2-D Design, AP World History",NA,0.81,0.95,0.53,0.63,NA,Open to New York City residents,NA,2019-20,213,0.632,124,0.368,14,0.042,82,0.243,231,0.685,4,0.012,6,0.018,87,0.258,30,0.089,302,89.6%,87.1%,2
09X517,Claremont-Bathgate,424,333,0,9 to 12,0,0,0,0,0,0,0,0,0,0,85,82,77,89,BRONX,9 to 12,Frederick Douglass Academy III,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish","AP Biology, AP Psychology, AP U.S. History",NA,0.93,0.97,0.83,0.43,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,151,0.453,182,0.547,5,0.015,152,0.456,170,0.511,3,0.009,3,0.009,92,0.276,61,0.183,297,89.2%,93.4%,4
03M494,Lincoln Square,504,459,0,9 to 12,0,0,0,0,0,0,0,0,0,0,133,138,90,98,MANHATTAN,9 to 12,Arts & Technology,Digital Media,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Literature and Composition, AP U.S. History",NA,0.81,0.9,0.55,0.37,NA,Open to New York City residents,NA,2019-20,153,0.333,306,0.667,29,0.063,131,0.285,272,0.593,11,0.024,16,0.035,110,0.24,34,0.074,376,81.9%,85.9%,2
30Q555,Queensbridge-LIC,911,792,0,9 to 12,0,0,0,0,0,0,0,0,0,0,105,199,245,243,QUEENS,9 to 12,Newcomers High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mandarin, Spanish","AP Spanish, AP U.S. Government and Politics",NA,0.89,1.02,1.02,0.63,NA,NA,NA,2019-20,362,0.457,430,0.543,192,0.242,8,0.01,538,0.679,15,0.019,39,0.049,11,0.014,588,0.742,713,90.0%,Above 95%,3
11X418,Pelham Parkway,441,440,0,9 to 12,0,0,0,0,0,0,0,0,0,0,145,116,109,70,BRONX,9 to 12,Visual Art,Graphic Design,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP Environmental Science, AP Psychology",NA,0.66,0.84,0.4,0.38,NA,Priority to Bronx students or residents,Then to New York City residents,2019-20,212,0.482,228,0.518,11,0.025,113,0.257,273,0.62,4,0.009,39,0.089,128,0.291,22,0.05,350,79.5%,81.5%,1
29Q283,Springfield Gardens North,588,347,210,6 to 12,0,0,0,0,0,0,0,78,69,63,81,75,98,93,QUEENS,6 to 12,Preparatory Academy for Writers for New Students,Preparatory Academy for Writers for Current Students,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP English Language and Composition, AP English Literature and Composition, AP European History, AP Statistics",Math,0.95,0.9,0.77,0.62,NA,Open to New York City residents,NA,2019-20,297,0.533,260,0.467,16,0.029,480,0.862,47,0.084,8,0.014,6,0.011,88,0.158,23,0.041,399,71.6%,58.0%,4
13K412,Clinton Hill,425,451,0,9 to 12,0,0,0,0,0,0,0,0,0,0,143,93,121,94,BROOKLYN,9 to 12,Brooklyn Community Arts and Media,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mandarin, Spanish","AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP U.S. History",NA,0.73,0.77,0.72,0.5,NA,Open to New York City residents,NA,2019-20,268,0.594,183,0.406,9,0.02,304,0.674,123,0.273,5,0.011,10,0.022,120,0.266,16,0.035,406,90.0%,84.1%,2
32K554,Bushwick,435,253,180,6 to 12,0,0,0,0,0,0,0,60,60,60,64,64,65,60,BROOKLYN,6 to 12,"Pre-Med, Pre-Teaching, Pre-Engineering for New Students","Pre-Med, Pre-Teaching, Pre-Engineering for Current Students",NA,NA,NA,NA,NA,NA,NA,NA,"French, Spanish","AP Calculus AB, AP Chemistry, AP Computer Science, AP Psychology","Math, Science",0.97,0.93,0.85,0.73,NA,Priority to continuing 8th graders,"Then to Districts 24, 30 and 32 students or residents",2019-20,235,0.543,198,0.457,30,0.069,40,0.092,314,0.725,1,0.002,48,0.111,65,0.15,14,0.032,350,80.8%,69.1%,4
07X670,West Concourse,491,476,0,9 to 12,0,0,0,0,0,0,0,0,0,0,156,123,106,91,BRONX,9 to 12,Health Opportunities High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japanese, Russian, Spanish","AP Calculus AB, AP English Language and Composition, AP English Literature and Composition, AP Spanish, AP U.S. History",NA,0.51,0.79,0.89,0.55,NA,Open to New York City residents,NA,2019-20,289,0.607,187,0.393,2,0.004,166,0.349,285,0.599,16,0.034,7,0.015,127,0.267,57,0.12,430,90.3%,92.6%,1
02M374,Gramercy,491,449,0,9 to 12,0,0,0,0,0,0,0,0,0,0,143,117,80,109,MANHATTAN,9 to 12,Fine & Visual Arts,Performing Arts,Capstone Scholars,NA,NA,NA,NA,NA,NA,NA,Italian,"AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Psychology, AP Statistics, AP U.S. History, AP World History",Arts,0.89,0.92,0.49,0.62,NA,Open to New York City residents,NA,2019-20,306,0.682,143,0.318,25,0.056,149,0.332,232,0.517,16,0.036,27,0.06,82,0.183,8,0.018,371,82.6%,80.2%,3
15K656,DUMBO-Downtown Brooklyn,867,930,0,9 to 12,0,0,0,0,0,0,0,0,0,0,282,242,217,189,BROOKLYN,9 to 12,Visual Arts,Instrumental Music,Dance,Vocal Music,Drama,NA,NA,NA,NA,NA,"French, Japanese, Mandarin, Other Language, Spanish","AP Biology, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP Human Geography, AP Psychology, AP Statistics, AP U.S. History, AP World History",NA,0.79,0.86,0.7,0.6,NA,Priority to Brooklyn students or residents,Then to New York City residents,2019-20,693,0.745,237,0.255,33,0.035,592,0.637,215,0.231,45,0.048,45,0.048,169,0.182,13,0.014,604,64.9%,65.3%,2
24Q550,Corona,812,778,0,9 to 12,0,0,0,0,0,0,0,0,0,0,269,198,164,147,QUEENS,9 to 12,Arts and Business,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French, Italian, Spanish","AP Art History, AP Biology, AP Calculus AB, AP English Language and Composition, AP English Literature and Composition, AP Psychology, AP Spanish, AP U.S. History, AP World History","Arts, CTE",0.94,0.96,0.82,0.71,NA,Priority to Queens students or residents,Then to New York City residents,2019-20,405,0.521,373,0.479,82,0.105,48,0.062,587,0.754,19,0.024,42,0.054,127,0.163,64,0.082,571,73.4%,75.4%,4
23K697,Brownsville,250,163,0,9 to 12,0,0,0,0,0,0,0,0,0,0,35,38,42,48,BROOKLYN,9 to 12,Teachers Preparatory High School for New Students,Teachers Preparatory High School for Current Students,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Biology, AP Computer Science, AP English Literature and Composition",NA,1.06,1.23,0.81,0.75,NA,Open to New York City residents,NA,2019-20,69,0.423,94,0.577,7,0.043,120,0.736,28,0.172,1,0.006,7,0.043,71,0.436,18,0.11,151,92.6%,Above 95%,4
13K674,DUMBO-Downtown Brooklyn,439,433,0,9 to 14,0,0,0,0,0,0,0,0,0,0,113,116,85,119,BROOKLYN,9 to 14,"City Polytechnic High School of Engineering, Architecture and Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,NA,CTE,0.88,0.9,NA,0.78,NA,Open to New York City residents,NA,2019-20,71,0.164,362,0.836,29,0.067,265,0.612,106,0.245,6,0.014,27,0.062,78,0.18,11,0.025,336,77.6%,65.9%,3
02M432,Murray Hill-Kips Bay,317,263,0,9 to 12,0,0,0,0,0,0,0,0,0,0,71,55,71,66,MANHATTAN,9 to 12,Murray Hill Academy,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP Environmental Science, AP U.S. History",NA,NA,0.95,0.92,NA,NA,Priority to Manhattan students or residents,Then to New York City residents,2019-20,130,0.494,133,0.506,16,0.061,80,0.304,143,0.544,9,0.034,15,0.057,69,0.262,5,0.019,229,87.1%,84.6%,NA
02M542,Clinton,517,520,0,9 to 12,0,0,0,0,0,0,0,0,0,0,150,182,106,82,MANHATTAN,9 to 12,Bilingual Spanish Information Technology and Computer Science,Bilingual Spanish Pre-Engineering,Dual Language Spanish Pre-Engineering,Dual Language Spanish Computer Science,NA,NA,NA,NA,NA,NA,Spanish,"AP Calculus AB, AP Computer Science, AP English Language and Composition, AP Environmental Science, AP Spanish",Math,0.85,0.91,0.86,0.78,NA,NA,NA,2019-20,263,0.506,257,0.494,1,0.002,1,0.002,515,0.99,2,0.004,1,0.002,28,0.054,189,0.363,443,85.2%,92.7%,3
02M288,Clinton,378,379,0,9 to 12,0,0,0,0,0,0,0,0,0,0,124,106,72,77,MANHATTAN,9 to 12,Food and Finance High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,French,AP English Literature and Composition,CTE,0.91,0.9,0.51,0.67,NA,Open to New York City residents,NA,2019-20,225,0.594,154,0.406,21,0.055,119,0.314,217,0.573,6,0.016,16,0.042,82,0.216,14,0.037,323,85.2%,78.0%,3
18K642,Canarsie,278,209,0,9 to 12,0,0,0,0,0,0,0,0,0,0,63,56,38,52,BROOKLYN,9 to 12,Urban Action Academy,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Chemistry, AP Computer Science, AP English Literature and Composition, AP Psychology, AP Studio Art: 2-D Design",NA,0.77,1.08,0.9,0.44,NA,Open to New York City residents,NA,2019-20,78,0.373,131,0.627,6,0.029,159,0.761,27,0.129,0,0,17,0.081,40,0.191,40,0.191,191,91.4%,83.9%,2
03M492,Lincoln Square,466,405,0,9 to 12,0,0,0,0,0,0,0,0,0,0,138,109,62,96,MANHATTAN,9 to 12,"Law, Advocacy and Community Justice High School",NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Computer Science, AP English Literature and Composition, AP Environmental Science, AP Psychology, AP Spanish, AP U.S. History, AP World History",NA,0.84,0.97,0.84,0.72,NA,Open to New York City residents,NA,2019-20,240,0.593,165,0.407,22,0.054,126,0.311,230,0.568,13,0.032,14,0.035,63,0.156,21,0.052,369,91.1%,86.0%,3
08X376,Castle Hill-Clason Point,404,228,168,6 to 12,0,0,0,0,0,0,0,52,61,55,74,46,50,58,BRONX,6 to 12,Antonia Pantoja Preparatory Academy: A College Board School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP English Literature and Composition, AP U.S. History",NA,0.61,0.82,0.68,0.4,NA,Priority to continuing 8th graders,Then to Bronx students or residents,2019-20,182,0.46,214,0.54,20,0.051,67,0.169,295,0.745,8,0.02,6,0.015,111,0.28,57,0.144,348,87.9%,91.5%,1
02M139,Clinton,394,416,0,9 to 12,0,0,0,0,0,0,0,0,0,0,115,108,108,85,MANHATTAN,9 to 12,Building Arts/Carpentry & Landscape Management in Historic Preservation,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Spanish, AP U.S. History",CTE,0.79,0.82,0.8,NA,NA,Priority to Manhattan students or residents,Then to New York City residents,2019-20,155,0.373,261,0.627,16,0.038,104,0.25,259,0.623,15,0.036,22,0.053,107,0.257,24,0.058,337,81.0%,82.6%,2
09X329,E. Concourse-Concourse Village,266,271,0,9 to 12,0,0,0,0,0,0,0,0,0,0,107,79,55,30,BRONX,9 to 12,DreamYard Preparatory School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP Computer Science, AP English Language and Composition, AP Psychology, AP Spanish, AP U.S. Government and Politics",NA,0.67,0.82,0.82,0.32,NA,Open to New York City residents,NA,2019-20,154,0.568,117,0.432,2,0.007,73,0.269,192,0.708,0,0,4,0.015,62,0.229,55,0.203,243,89.7%,94.8%,1
24Q600,Hunters Point-Sunnyside,1546,1461,0,9 to 12,0,0,0,0,0,0,0,0,0,0,394,492,364,211,QUEENS,9 to 12,Graphic Arts,Pre-Engineering Electronic Technology,Exploratory: Introduction to Occupations,Computer Technology and Information Systems,Cosmetology,NA,NA,NA,NA,NA,Spanish,"AP Calculus AB, AP Calculus BC, AP English Language and Composition, AP English Literature and Composition, AP Physics, AP Psychology, AP Spanish, AP Studio Art: Drawing, AP U.S. Government and Politics, AP World History","CTE, Math, Science",0.89,0.95,0.94,0.66,NA,Open to New York City residents,NA,2019-20,569,0.389,892,0.611,153,0.105,61,0.042,1161,0.795,6,0.004,80,0.055,257,0.176,84,0.057,1252,85.7%,79.2%,3
02M543,Chinatown,427,454,0,9 to 12,0,0,0,0,0,0,0,0,0,0,129,131,103,91,MANHATTAN,9 to 12,New Design High School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,"AP English Language and Composition, AP English Literature and Composition, AP U.S. History",NA,0.87,0.81,0.65,0.55,NA,Open to New York City residents,NA,2019-20,285,0.628,169,0.372,26,0.057,164,0.361,246,0.542,5,0.011,13,0.029,130,0.286,18,0.04,353,77.8%,84.8%,3
18K569,East Flatbush,353,259,0,9 to 12,0,0,0,0,0,0,0,0,0,0,54,63,54,88,BROOKLYN,9 to 12,Kurt Hahn Expeditionary Learning School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spanish,AP English Literature and Composition,NA,1.17,1.21,1.14,0.59,NA,Open to New York City residents,NA,2019-20,85,0.328,174,0.672,1,0.004,229,0.884,22,0.085,4,0.015,3,0.012,79,0.305,16,0.062,210,81.1%,78.2%,4
02M475,Lower Manhattan,3336,3381,0,9 to 12,0,0,0,0,0,0,0,0,0,0,909,820,811,841,MANHATTAN,9 to 12,Stuyvesant,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French, German, Italian, Japanese, Latin, Mandarin, Spanish","AP Art History, AP Biology, AP Calculus AB, AP Chemistry, AP Comparative Government and Politics, AP Computer Science, AP English Language and Composition, AP English Literature and Composition, AP Environmental Science, AP European History, AP French, AP Human Geography, AP Italian, AP Japanese, AP Macroeconomics, AP Music Theory, AP Physics, AP Psychology","Math, Science",0.97,0.96,0.94,0.97,1,Open to New York City residents who take the Specialized High Schools Admissions Test (SHSAT),NA,2019-20,1458,0.431,1923,0.569,2438,0.721,28,0.008,116,0.034,172,0.051,627,0.185,16,0.005,0,0,1519,44.9%,40.5%,4
